trap_year,facility,trap,species,run,origin,sex,age_designation,living_status,disposition,purpose,count
2017,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Male,Adult,Alive,Ponded,Brood Stock,3
2017,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Male,Adult,Alive,Spawn,Spawn,2
2017,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Male,Adult,Alive,Transferred,Within FINS Facility,3
2017,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,1
2017,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Steelhead,Summer,Hatchery,Male,NA,Alive,Ponded,Brood Stock,1
2017,Dworshak National Fish Hatchery,Dworshak National Fish Hatchery Ladder Trap,Steelhead,Summer,Hatchery,Male,NA,Killed,Disposed,General Disposal,2
2017,Eagle Fish Hatchery,Redfish Lake Creek Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Jack/Jill,Alive,Transferred,Within FINS Facility,1
2017,Eagle Fish Hatchery,Redfish Lake Creek Trap,Chinook,Spring,Hatchery-Segregated,Unknown,NA,Alive,Transferred,Within FINS Facility,4
2017,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Fisheries,1
2017,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,1
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,476
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Female,Adult,Alive,Transferred,Within FINS Facility,354
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,463
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,Alive,Transferred,Within FINS Facility,346
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,Killed,Disposed,Distribution,1
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Adult,TrapMort,Disposed,General Disposal,2
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,9
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Distribution,394
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,General Disposal,4
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,Mini-Jack,Killed,Disposed,Distribution,1
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Hatchery,Male,NA,Killed,Disposed,Distribution,1
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Natural,Female,Adult,Alive,Released,Natural Spawning,7
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Natural,Male,Adult,Alive,Released,Natural Spawning,11
2017,Kooskia National Fish Hatchery,Kooskia National Fish Hatchery Weir,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,5
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,99
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Female,Adult,Alive,Released,Natural Spawning,76
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Female,Adult,Alive,Shipped,Outside FINS Facility,82
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,102
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Male,Adult,Alive,Released,Natural Spawning,48
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Male,Adult,Alive,Shipped,Outside FINS Facility,57
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,9
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Male,Jack/Jill,Alive,Shipped,Outside FINS Facility,56
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Hatchery,Male,Jack/Jill,Killed,Disposed,Nutrient Enhancement,24
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,41
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,62
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,40
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,55
2017,Lookingglass Fish Hatchery,Imnaha River Weir,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,26
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Female,Adult,Alive,Ponded,Brood Stock,43
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Female,Adult,Alive,Released,Natural Spawning,34
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Adult,Alive,Ponded,Brood Stock,38
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Adult,Alive,Released,Natural Spawning,28
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Adult,Killed,Disposed,General Disposal,1
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Alive,Ponded,Brood Stock,12
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,Distribution,69
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,Killed,Disposed,General Disposal,25
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Hatchery,Male,Jack/Jill,TrapMort,Disposed,General Disposal,2
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Natural,Female,Adult,Alive,Ponded,Brood Stock,7
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Natural,Female,Adult,Alive,Released,Natural Spawning,6
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Natural,Male,Adult,Alive,Ponded,Brood Stock,8
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Natural,Male,Adult,Alive,Released,Natural Spawning,8
2017,Lookingglass Fish Hatchery,Lookingglass  Upper Trap,Chinook,Spring,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,14
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Female,Adult,Alive,Ponded,General Holding,42
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Female,Adult,Alive,Released,Natural Spawning,169
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Female,Jack/Jill,Alive,Released,Natural Spawning,1
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Adult,Alive,Ponded,General Holding,29
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Adult,Alive,Released,Natural Spawning,148
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Ponded,General Holding,191
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Released,Natural Spawning,7
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Alive,Released,Recycled,37
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Killed,Disposed,Distribution,48
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,Killed,Disposed,Nutrient Enhancement,17
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,Jack/Jill,TrapMort,Disposed,Nutrient Enhancement,1
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Integrated,Male,NA,Alive,Released,Natural Spawning,1
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Ponded,General Holding,604
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Released,Recycled,42
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Shipped,Outside FINS Facility,6
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Adult,Killed,Disposed,Distribution,4
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Jack/Jill,Alive,Ponded,General Holding,1
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Jack/Jill,Alive,Released,Recycled,1
2017,McCall Fish Hatchery,South Fork Salmon River,Chinook,Summer,Hatchery-Segregated,Female,Jack/Jill,Alive,Shipped,Outside FINS Facility,1
